fLength;fWidth;fSize;fConc;fConc1;fAsym;fM3Long;fM3Trans;fAlpha;fDist;class
126.528;117.685;21.569;0.7108;0.3659;154.225;-67.617;-112.948;45.573;19.335.299.999.999.900;g
29.018;179.337;29.225;0.3503;0.2134;56.664;-117.844;60.372;91.884;160.708;g
242.748;176.052;24.949;0.3808;0.2064;135.523;-185.344;94.007;96.844;210.067;g
290.606;159.605;2.64;0.4261;0.244;-38.274;220.494;-111.108;734.413;153.579;g
255.788;226.088;29.533;0.3051;0.1765;17.122;-190.968;126.505;40.679;232.667;g
737.622;318.887;32.284;0.2541;0.135;-682.825;331.459;101.986;17.123;267.947;g
92.406;253.394;31.279;0.2264;0.1277;-537.677;614.713;-188.075;86.244;30.891.900.000.000.000;g
350.068;135.042;25.635;0.3689;0.2036;278.449;181.721;-84.982;2.867;24.286.900.000.000.000;g
260.944;183.299;26.345;0.3643;0.1937;71.925;112.326;117.357;13.429;164.053;g
321.357;16.835;27.973;0.327;0.1842;-37.201;136.267;-82.186;3.028;132.39;g
326.702;203.345;25.982;0.33799999999999997;0.1803;237.348;233.888;145.898;38.082;176.077;g
205.897;99.634;23.365;0.5991;0.3756;-35.460.000.000.000.000;151.735;86.621;0.9856;183.648;g
8.192.399.999.999.990;240.344;31.202;0.2767;0.1823;806.452;679.563;-168.379;42.963;200.021;g
22.414;94.931;2.238;0.5954;0.2977;248.631;169.995;108.394;373.241;181.06;g
30.866.999.999.999.900;174.745;25.296;0.322;0.1669;-414.962;-141.508;-124.962;15.939;180.072;g
530.503;9.439;23.683;0.4839;0.2719;-48.604;354.382;-78.443;11.762;192.497;g
822.528;281.044;34.551;0.1697;0.0882;-48.321;78.99;25.291;51.396;280.75;g
194.586;181.662;23.883;0.5562;0.2965;-247.518;-105.111;172.338;754.267;434.756;g
371.106;170.511;2.679;0.3141;0.1602;-223.509;271.641;-108.202;0.4547;157.401;g
301.447;142.087;24.942;0.4071;0.2131;217.485;-24.473.000.000.000.000;7.14;1.359;141.734;g
110.16;294.264;35.472;0.2164;0.1266;-647.965;-475.564;158.038;15.291;35.613.300.000.000.000;g
723.771;246.175;31.477;0.1779;0.0979;696.991;710.401;177.575;70.799;297.31;g
247.396;173.116;25.717;0.496;0.2507;349.288;-11.697.000.000.000.000;105.886;206.015;263.105;g
178.722;175.257;23.829;0.4679;0.23399999999999999;196.102;182.394;-8.558;48.693.999.999.999.900;25.022.799.999.999.900;g
468.081;152.763;25.521;0.4404;0.2482;491.972;-219.238;-94.602;14.454;15.638.299.999.999.900;g
786.102;309.949;37.074;0.1203;0.0646;76.806;552.388;151.075;3.301;252.614;g
824.622;294.793;34.104;0.1629;0.0845;359.174;807.168;202.289;4.232;218.761;g
88.417;205.569;25.877;0.3695;0.1925;-532.686;130.601;94.588;51.674;277.224;g
233.724;109.488;2.316;0.6329;0.3406;168.378;187.433;53.886;71.894;176.713;g
767.176;307.721;32.463;0.1685;0.0876;191.262;455.711;-34.821.999.999.999.900;33.996;228.208;g
403.361;152.931;28.482;0.3333;0.1894;-5.667.000.000.000.000;19.472;-50.618;12.26;234.002;g
669.651;209.347;3.49;0.1641;0.0904;485.325;47.805;136.933;5.807;257.819;g
714.461;191.675;3.043;0.2255;0.1164;594.336;634.758;96.581;6.252.000.000.000.000;197.928;g
405.572;222.356;29.706;0.26;0.1482;368.149;297.079;-166.158;38.579;754.929;g
190.034;101.104;22.672;0.5568;0.2838;0.3036;-48.158;-50.607;0.58;182.153;g
263.338;207.068;28.576;0.2887;0.1534;-148.353;2.55;-14.557;23.314;117.675;g
697.731;244.761;31.207;0.2719;0.1806;-330.933;357.769;152.094;24.982;297.455;g
201.622;8.237;23.979;0.72;0.426;59.676;-149.941;-106.832;3.886;185.755;g
488.841;141.835;28.038;0.3441;0.2176;-23.605.999.999.999.900;-35.172;-125.396;17.830.000.000.000.000;214.303;g
182.814;103.692;2.29;0.6154;0.3103;230.836;98.131;-58.535;17.734;189.296;g
6.575.399.999.999.990;189.742;30.706;0.1853;0.0931;-187.763;403.983;-68.356;24.015;22.141.400.000.000.000;g
629.257;266.979;31.224;0.2339;0.1188;245.016;44.163.999.999.999.900;-173.309;86.361;261.62;g
284.509;62.218;24.378;0.6752;0.4325;-273.687;-23.723.000.000.000.000;37.167;92.887;233.044;g
191.651;74.015;22.028;0.7712;0.4483;28.753;-87.318;39.516;10.83;159.811;g
310.537;245.573;29.985;0.2519;0.14400000000000002;-8.191;-37.856;157.703;20.914;759.685;g
585.781;179.084;30.596;0.163;0.0824;265.874;241.922;108.757;7.042.000.000.000.000;150.983;g
283.472;185.949;26.839;0.3582;0.1812;-301.145;-11.714;187.938;6.959;216.032;g
573.932;212.327;28.651;0.2688;0.1467;35.283;598.654;-190.139;47.613;110.085;g
297.456;168.913;2.912;0.365;0.2284;209.651;223.978;-7.053;19.182.000.000.000.000;77.932;g
613.352;190.376;29.836;0.2513;0.1438;-873.769;-294.839;178.461;9.634;277.29;g
25.473.000.000.000.000;123.598;2.444;0.4173;0.2356;91.552;133.961;70.911;13.937.000.000.000.000;202.692;g
683.724;292.316;35.635;0.1451;0.0772;-697.817;39.835;152.252;0.0127;270.828;g
682.762;205.852;2.786;0.2979;0.1514;-143.137;713.691;-205.042;536.537;266.348;g
382.467;239.796;3.253;0.2374;0.1237;209.861;240.854;112.854;4.173;188.299;g
198.549;161.493;25.441;0.4771;0.2843;179.082;164.779;34.476;20.711;154.233;g
266.682;198.427;27.517;0.3082;0.1568;428.664;-128.551;81.071;2.048;23.033.900.000.000.000;g
316.521;118.236;23.784;0.4142;0.2197;101.752;201.731;114.585;26.609;16.034.799.999.999.900;g
307.557;14.082;25.472;0.4113;0.2511;-0.5984;-153.335;-114.809;25.831;160.813;g
335.169;18.535.999.999.999.900;26.196;0.3049;0.1813;409.102;262.946;-156.457;104.802;22.196.599.999.999.900;g
234.309;162.197;25.099;0.3895;0.2117;178.344;126.243;-121.637;7.653.699.999.999.990;704.519;g
354.502;138.981;26.138;0.3601;0.1934;323.638;-201.988;-84.313;66.866;163.675;g
64.081;272.533;37.736;0.1682;0.0902;603.413;523.899;-128.985;32.298;210.612;g
176.309;108.487;22.227;0.5748;0.3323;-0.7018;53.114;62.969;12.616;132.303;g
210.987;106.788;22.068;0.5963;0.3012;53.357;-172.609;56.009;22.874.000.000.000.000;217.377;g
200.506;128.262;2.451;0.4779;0.2566;160.724;110.246;72.728;25.089.000.000.000.000;190.638;g
337.019;180.682;30.328;0.3236;0.1692;125.594;240.915;126.786;4.542;198.21;g
373.038;118.145;26.871;0.33299999999999996;0.1799;-307.648;-249.632;58.364;222.935;176.155;g
645.882;226.144;28.960.000.000.000.000;0.2884;0.1709;73.505;396.822;116.059;4.603;20.763.299.999.999.900;g
924.484;275.454;34.125;0.1447;0.0733;904.871;840.013;217.061;133.408;255.66;g
261.739;160.439;26.048;0.4273;0.2273;307.057;168.025;-131.573;2.988;18.084.900.000.000.000;g
496.629;155.351;26.449;0.3647;0.2118;-235.438;-317.591;130.371;0.2947;186.375;g
26.151.999.999.999.900;81.203;22.742;0.6436;0.359;-130.964;-185.642;54.768;33.480.000.000.000.000;15.324.200.000.000.000;g
243.893;139.437;25.092;0.483;0.2709;52.824;201.263;70.536;35.974.000.000.000.000;165.683;g
598.576;202.588;30.846;0.27;0.1362;-106.064;358.249;202.197;0.9629;31.511.400.000.000.000;g
302.147;226.783;29.201;0.3101;0.1905;10.785;26.009;-62.943;39.189.999.999.999.900;21.157.299.999.999.900;g
339.812;240.802;29.554;0.2737;0.1391;51.545;185.123;-10.853;141.901;330.162;g
194.671;110.041;23.345;0.6157;0.3356;-82.595;175.085;-86.581;168.715;143.483;g
226.104;147.849;26.613;0.4537;0.2475;172.177;13.674.000.000.000.000;93.899;3.154;12.096.700.000.000.000;g
323.343;116.189;25.688;0.3995;0.2092;-182.298;-202.218;38.586;89.595;111.141;g
263.365;114.078;23.962;0.4538;0.255;-34.358.000.000.000.000;-141.216;-68.352;11.578;965.599;g
590.912;86.399;22.967;0.5606;0.2955;-704.322;245.426;-40.434;8.94;169.925;g
223.454;102.552;22.014;0.5849;0.3428;-222.636;-192.355;-111.248;18.066;139.343;g
12.241.799.999.999.900;160.965;30.097;0.2474;0.1443;-193.168;884.561;-164.424;3.236;348.406;g
284.173;16.629;24.378;0.4161;0.2391;-434.761;216.841;136.299;22.022;22.000.599.999.999.900;g
65.192;11.175.999.999.999.900;26.165;0.3047;0.1608;85.555;-151.116;103.612;8.637;203.935;g
178.187;108.904;24.502;0.5355;0.2819;0.9568;-63.431;-41.317;898.217;165.535;g
215.918;111.856;21.847;0.5686;0.2909;214.828;195.266;-97.772;360.879;20.634.099.999.999.900;g
844.944;372.006;37.652;0.1336;0.0804;-424.721;721.118;262.172;0.188;298.57;g
254.364;220.404;28.802;0.3294;0.2049;138.006;126.192;167.978;72.313;269.442;g
278.573;163.669;2.48;0.4901;0.2964;289.464;171.985;-147.015;157.002;144.76;g
236.235;183.227;25.676;0.387;0.1962;77.972;-179.258;55.092;124.528;208.203;g
726.772;293.901;33.268;0.1282;0.0662;-107.161;602.754;-140.027;17.119;223.12;g
270.129;212.824;27.578;0.3721;0.2;2.213;-138.638;74.605;371.307;155.376;g
699.627;251.613;33.358;0.18;0.0999;287.659;633.584;-13.054;56.543;211.158;g
391.714;123.633;26.355;0.3819;0.2164;376.251;-223.594;-41.555;68.181;224.489;g
368.727;150.899;30.204;0.3225;0.1703;-70.212;224.359;101.139;20.174;200.935;g
387.785;149.414;30.389.999.999.999.900;0.2888;0.1686;30.907;164.567;-36.941;6.553.999.999.999.990;183.625;g
583.845;220.406;32.777;0.2422;0.1237;177.287;636.753;-94.804;86.072;254.775;g
304.527;222.754;28.762;0.2527;0.127;76.945;131.514;128.942;136.718;157.181;g
294.463;0.0034;22.405;0.6379;0.4052;-118.963;-18.637;0.0001;694.052;22.203.599.999.999.900;g
76.994;346.919;29.914;0.1887;0.0943;746.132;47.498.999.999.999.900;310.558;169.967;260.046;g
406.756;15.594.000.000.000.000;27.447;0.2772;0.1449;196.226;90.297;74.157;15.425.999.999.999.900;193.234;g
214.256;108.762;22.648;0.5435;0.2745;-65.049;182.813;-90.743;398.692;180.989;g
587.548;13.395.999.999.999.900;25.359;0.425;0.2722;-791.905;385.619;74.865;4.992;283.17;g
186.873;135.389;24.014;0.7262;0.375;228.294;-107.944;97.581;340.054;125.49;g
221.048;128.114;25.315;0.55;0.2926;-168.134;-177.512;-73.296;90.091;151.762;g
261.052;94.291;25.045;0.6228;0.3427;-151.371;-101.234;55.135;39.731;21.958.700.000.000.000;g
838.514;12.662;24.362;0.4396;0.2692;-109.118;522.503;88.363;2.588;221.101;g
988.556;323.553;36.953;0.0827;0.0431;553.571;761.455;229.194;68.764;206.388;g
401.473;31.096.999.999.999.900;29.432;0.2063;0.1316;156.271;153.918;-134.111;25.601;104.575;g
172.234;105.248;23.747;0.6793;0.3439;207.148;105.536;-72.502;27.355;124.553;g
755.011;170.911;29.773;0.451;0.2482;11.458;-494.256;-89.153;11.556;341.699;g
886.415;303.987;35.726;0.2403;0.1323;6.261;538.696;-139.606;31.897;347.92;g
411.136;198.294;26.660.000.000.000.000;0.3344;0.1715;650.005;-284.179;-13.607.000.000.000.000;35.589.999.999.999.900;232.243;g
252.265;196.001;28.639;0.3844;0.2305;92.431;113.904;-80.691;202.535;160.066;g
300.762;229.146;26.893;0.2924;0.1564;-152.507;-106.861;-8.597.000.000.000.000;44.016.999.999.999.900;12.494.200.000.000.000;g
322.107;198.047;25.877;0.3721;0.1873;303.682;164.199;-12.452;13.232.999.999.999.900;170.861;g
232.925;118.514;24.639;0.5223;0.3729;-79.635;-17.003;-92.985;888.305;373.543;g
189.958;123.606;24.074;0.5558;0.3307;-26.603;117.779;10.192;38.043;211.135;g
243.458;127.027;24.609;0.4498;0.2785;174.634;165.208;76.723;29.107;11.498.200.000.000.000;g
288.657;193.367;25.883;0.4542;0.2568;54.789;247.443;-148.651;347.137;129.327;g
371.197;155.082;26.454;0.3846;0.2432;-32.414;-293.464;162.343;9.829;155.915;g
212.333;69.168;20.986;0.7251;0.4104;-226.371;-129.263;62.734;37.149;23.868.900.000.000.000;g
130.217;109.102;21.123;0.7568;0.4595;139.316;-56.924;-9.707;54.248.000.000.000.000;196.793;g
564.705;213.708;30.824;0.20600000000000002;0.1146;-90.486;540.238;-124.466;122.597;184.893;g
47.76;250.045;28.982;0.1922;0.1005;501.843;340.779;-134.217;11.964;18.765.099.999.999.900;g
129.767;96.893;22.443;0.8148;0.5670000000000001;-112.255;-89.651;9.392.999.999.999.990;634.499;152.363;g
129.052;113.923;21.477;0.7402;0.3737;150.231;-33.364;-117.382;468.979;17.187.599.999.999.900;g
243.415;168.898;25.860.000.000.000.000;0.4721;0.2944;112.914;132.756;-94.052;17.904;139.935;g
594.233;27.311;31.318;0.1587;0.0853;664.643;346.839;23.090.999.999.999.900;10.972.999.999.999.900;21.528.400.000.000.000;g
839.539;286.568;36.747;0.1248;0.0644;434.034;743.635;158.461;5.285;221.993;g
317.448;169.249;27.973;0.2775;0.1475;51.775;-179.218;-95.712;13.374;236.918;g
183.119;149.824;23.865;0.5339;0.3142;-75.793;166.379;41.417;7.477.199.999.999.990;135.392;g
309.635;186.194;28.552;0.3001;0.1654;244.173;186.112;137.826;4.875;103.958;g
402.116;120.067;24.871;0.4723;0.259;185.107;324.196;80.276;17.833;151.761;g
315.877;216.492;28.007;0.2611;0.14;200.599;190.826;39.342;27.155;117.891;g
23.614;191.553;27.235;0.3478;0.1862;-3.721;-211.006;91.085;33.824;230.732;g
130.755;109.705;21.222;0.7623;0.434;-143.699;50.906;111.162;25.914;24.709.900.000.000.000;g
246.542;146.795;25.599;0.4518;0.2493;94.636;178.589;-121.056;190.658;14.197.899.999.999.900;g
864.685;259.656;37.818;0.1438;0.0811;-107.384;429.666;113.322;0.8473;254.285;g
252.073;12.764.000.000.000.000;23.927;0.4413;0.2733;-168.845;-165.419;63.943;595.984;146.26;g
684.131;231.206;3.023;0.2418;0.1257;-298.501;369.312;-183.673;29.291;300.914;g
247.546;114.566;26.010.000.000.000.000;0.4637;0.2544;322.748;149.656;-51.373;206.302;16.600.799.999.999.900;g
234.266;16.456;25.786;0.4116;0.2309;34.962;154.092;-98.692;64.324;21.213.099.999.999.900;g
556.335;158.567;27.016;0.3042;0.166;137.655;518.675;-14.811;104.907;127.726;g
991.508;361.225;3.995;0.1123;0.0567;100.579;824.632;255.191;4.199;268.046;g
686.109;226.018;30.204;0.2786;0.1675;-586.499;297.816;101.557;8.918;284.22;g
267.563;115.733;24.548;0.4667;0.2544;-357.055;-87.621;-37.146;44.479;107.616;g
249.527;91.084;23.434;0.5533;0.3651;-137.207;78.747;13.227;20.728;14.447.799.999.999.900;g
114.853;128.153;25.145;0.4067;0.2156;-162.14;866.147;76.763;5.608;272.997;g
264.388;147.268;26.439;0.4132;0.2077;-329.602;-15.276;100.415;3.798;149.753;g
304.298;21.54;31.836;0.2608;0.1314;-189.118;199.719;-100.079;14.709.999.999.999.900;111.585;g
189.647;177.071;2.596;0.3929;0.2471;-0.1797;-43.988;4.196.000.000.000.000;15.377;130.626;g
909.146;332.279;34.884;0.2075;0.1233;42.173;609.262;-179.418;74.612;330.435;g
305.259;187.777;30.141;0.3388;0.2125;80.701;244.051;-144.611;36.426;684.558;g
19.785.999.999.999.900;9.496;23.032;0.597;0.3358;238.014;102.753;44.231;5.495;154.585;g
643.192;268.663;34.539;0.1762;0.0891;68.989;645.494;-21.575;7.653;245.097;g
195.229;73.881;20.952;0.755;0.4297;24.378;-87.992;46.422;385.188;16.347.299.999.999.900;g
197.507;109.467;25.092;0.6749;0.3854;-149.981;-182.558;84.195;6.595;224.148;g
174.908;110.749;22.175;0.5455;0.2818;0.9653;-61.257;-34.056;687.191;145.251;g
238.611;140.845;25.569;0.516;0.2594;-194.951;102.581;-107.023;3.18;195.938;g
829.855;353.999;3.778;0.1331;0.0749;302.125;112.071;-179.451;164.022;16.175.799.999.999.900;g
326.291;198.259;30.324;0.3341;0.1712;14.75;317.128;99.706;0.516;163.489;g
354.044;15.465;25.746;0.3249;0.1851;27.476.999.999.999.900;-168.269;75.769;21.198;188.521;g
643.679;28.65;36.926;0.1435;0.0726;301.102;291.094;-138.552;3.417;226.762;g
129.531;110.009;22.822;0.7311;0.4621;13.974;-69.109;0.4483;691.684;112.345;g
917.756;29.916.999.999.999.900;30.179;0.2294;0.1224;869.593;746.589;268.484;24.654;283.401;g
309.558;155.488;25.539;0.3436;0.1746;307.408;-68.359;-66.009;16.541;211.382;g
293.066;174.959;2.499;0.3772;0.1949;-336.922;101.453;156.886;5.041;163.644;g
587.871;20.083;33.138;0.1947;0.10800000000000001;323.985;-241.587;-93.986;6.782;199.855;g
216.155;68.719;21.055;0.698;0.3882;240.369;110.487;-65.022;328.759;24.864.700.000.000.000;g
474.777;187.244;31.276;0.2557;0.1338;33.286;353.095;90.855;13.161;162.981;g
746.459;16.820.999.999.999.900;30.366;0.2776;0.1595;449.254;582.994;-125.938;19.633;232.12;g
305.634;123.542;25.916;0.4661;0.2369;42.251;-193.062;106.886;856.181;610.844;g
201.648;72.982;20.737;0.7342;0.3924;-2.272;94.557;-54.454;6.512.100.000.000.000;111.006;g
121.929;85.395;23.128;0.8467;0.674;84.709;11.075;63.586;272.483;263.954;g
171.942;155.105;22.695;0.6344;0.4005;-11.558;-128.796;14.946;641.895;21.456.599.999.999.900;g
477.879;221.017;29.389.999.999.999.900;0.1968;0.1064;621.338;239.245;-111.213;85.086;180.752;g
35.806.999.999.999.900;244.013;31.178;0.2234;0.1193;154.858;238.735;114.032;8.37;228.451;g
949.287;38.566;3.685;0.1181;0.0707;-770.214;633.777;226.826;0.9259999999999999;284.312;g
9.140.100.000.000.000;41.935;39.138;0.1552;0.0776;-215.955;427.291;215.217;0.809;39.875.300.000.000.000;g
299.323;11.130.999.999.999.900;25.159;0.5213;0.27899999999999997;217.933;-200.136;6.193;8.897;18.100.599.999.999.900;g
250.085;119.252;24.914;0.4129;0.221;98.703;107.495;29.937;1.845;147.276;g
446.155;274.279;33.193;0.1553;0.0784;622.304;217.265;-89.869;13.107.000.000.000.000;16.396.599.999.999.900;g
352.422;172.814;27.376;0.3623;0.1857;52.869;-179.827;-8.634;17.504;172.083;g
131.758;96.014;22.867;0.8269;0.5504;-116.405;-90.779;105.567;5.341;146.983;g
533.458;10.345.999.999.999.900;25.347;0.5577;0.3285;-614.294;-299.526;-52.151;74.932;300.907;g
434.722;201.585;30.976;0.2812;0.1562;375.929;39.446;-10.939;267.377;127.815;g
247.406;70.634;23.979;0.672;0.43799999999999994;136.413;148.191;59.367;4.672;169.892;g
204.671;123.979;24.005;0.493;0.2565;-2.004;85.742;100.544;282.924;158.395;g
962.068;211.363;31.019;0.2357;0.1325;910.272;669.564;45.695;0.6859999999999999;317.499;g
570.031;283.793;31.854;0.1716;0.0897;-297.707;572.129;-218.591;29.8;158.234;g
318.057;211.941;28.985;0.3007;0.1598;350.246;10.158;109.639;9.087;21.459.799.999.999.900;g
362.882;178.381;29.178;0.313;0.1746;148.849;287.377;-138.824;0.1809;211.378;g
130.433;103.253;22.135;0.7829;0.5168;-125.129;-6.31;90.248;72.219;202.517;g
344.834;18.785.999.999.999.900;29.978;0.3226;0.2055;249.496;138.016;-123.416;9.317;163.27;g
348.593;232.481;28.627;0.2305;0.1255;-86.666;256.259;-9.291;1.858;141.327;g
204.089;113.508;23.181;0.601;0.3245;195.285;196.055;-105.022;47.068.999.999.999.900;275.033;g
418.803;215.763;30.060.000.000.000.000;0.2821;0.1711;-54.176;-28.201;11.338;51.208;17.521.099.999.999.900;g
517.447;249.239;31.106;0.1837;0.0957;254.608;434.486;-109.882;26.430.000.000.000.000;160.781;g
210.228;162.076;25.669.999.999.999.900;0.4282;0.2236;-205.324;-136.002;-47.962;226.203;113.863;g
455.285;241.248;28.303;0.2749;0.1412;447.976;219.637;-168.318;6.511;24.138.400.000.000.000;g
130.769;10.865;21.538;0.7649;0.4526;140.145;-47.157;106.247;42.603;161.94;g
213.925;68.873;21.189;0.7148;0.4068;229.697;126.171;63.725;192.595;18.708.900.000.000.000;g
244.736;14.289.000.000.000.000;23.847;0.5526;0.2825;136.741;-132.608;-146.849;27.837;248.274;g
4.213.399.999.999.990;183.822;25.933;0.3673;0.2079;345.735;373.944;-12.497;269.644;162.403;g
161.927;116.664;23.711;0.6085;0.33399999999999996;-15.811;5.386;-55.457;40.759;20.572.099.999.999.900;g
23.64;129.881;22.625;0.5738;0.2924;-118.807;-147.937;41.461;469.385;159.341;g
360.699;150.459;27.976;0.2948;0.1602;22.124;223.355;-102.402;45.385;21.071.400.000.000.000;g
642.157;187.027;28.654;0.2849;0.1561;711.655;541.899;-96.894;3.029;230.071;g
205.613;152.792;22.999;0.5013;0.2632;26.313;-164.967;0.5588;592.812;181.33;g
339.272;21.316.999.999.999.900;26.488;0.2626;0.1336;205.036;-280.379;-99.845;78.655;692.058;g
309.633;234.441;2.781;0.2467;0.125;263.949;216.247;153.424;158.283;160.076;g
703.425;175.892;29.130.000.000.000.000;0.2834;0.1814;600.825;706.436;-13.317;98.881;258.308;g
806.137;27.269.000.000.000.000;30.754;0.1925;0.1072;98.042;683.545;139.029;3.298;250.519;g
356.734;179.468;28.825;0.2844;0.1723;-252.885;-19.74;-55.409;5.955;112.79;g
376.609;127.483;25.653;0.4245;0.2163;268.395;284.349;5.486.000.000.000.000;8.74;161.638;g
496.571;168.233;2.827;0.2442;0.1467;532.456;291.891;-138.438;91.405;155.975;g
281.738;124.763;22.867;0.4548;0.2403;189.337;171.102;73.648;108.918;261.431;g
704.444;320.827;29.403;0.2169;0.1199;-29.524;-9.398.200.000.000.000;-195.125;763.636;619.936;g
474.276;104.305;26.435;0.3591;0.2057;-104.049;-405.853;-74.343;5.442;18.703.900.000.000.000;g
190.999;73.718;23.375;0.7816;0.4483;35.164;-92.762;36.703;303.774;148.701;g
393.534;186.073;30.177;0.2544;0.1359;75.434;-185.252;146.388;3.759;190.377;g
295.348;90.383;23.274;0.4988;0.3082;374.322;-85.855;59.459;7.356;204.454;g
208.203;149.753;25.038;0.4828;0.2618;222.022;147.743;27.786;368.492;17.853.900.000.000.000;g
449.617;290.237;31.425;0.2067;0.1098;-153.986;355.255;161.164;601.912;10.629.299.999.999.900;g
191.839;129.379;25.152;0.5191;0.3191;-135.598;-128.677;58.076;792.185;667.467;g
770.216;221.833;33.844;0.1741;0.0897;-280.933;452.733;137.054;1.666;27.647.700.000.000.000;g
128.534;113.489;21.508;0.7138;0.4276;148.725;-85.355;-0.0762;22.004;24.021.599.999.999.900;g
311.574;204.519;27.388;0.3613;0.198;15.56;274.798;-113.327;172.362;13.769.899.999.999.900;g
179.508;100.082;23.962;0.6506;0.3996;-0.753;5.14;72.953;34.256;155.183;g
209.399;127.821;23.253;0.48700000000000004;0.2577;118.258;137.783;90.861;24.006;159.421;g
18.649;74.895;21.508;0.7562;0.4841;-0.8756;50.991;28.894;435.269;181.329;g
584.743;209.718;30.598;0.2126;0.1076;-769.438;-368.528;145.579;4.336;25.077.700.000.000.000;g
942.532;339.989;35.462;0.1254;0.067;569.238;976.832;243.629;26.004;184.646;g
915.599;385.006;37.091;0.18600000000000003;0.0931;-55.019;504.885;255.233;4.861.000.000.000.000;336.88;g
285.274;146.945;28.859;0.4746;0.3296;68.282;271.228;49.989;314.456;11.500.299.999.999.900;g
279.558;126.356;23.738;0.5032;0.2854;204.323;93.493;90.105;282.901;154.563;g
643.131;171.774;26.196;0.3289;0.2101;606.011;620.226;-132.526;6.749;337.399;g
470.554;103.331;23.738;0.5243;0.2685;-441.325;-297.325;9.547;18.374.000.000.000.000;189.998;g
210.923;109.644;21.931;0.5513;0.2788;71.419;-18.427;-91.865;193.207;164.493;g
409.029;286.529;28.369.999.999.999.900;0.2809;0.1594;185.015;449.155;-38.941;8.222.000.000.000.000;156.941;g
259.304;181.375;25.711;0.5074;0.2671;-192.751;8.95;156.828;160.581;165.292;g
242.846;144.915;25.641;0.4393;0.2715;-3.275;-179.976;104.169;651.564;105.288;g
176.496;109.991;21.553;0.5385;0.2832;0.1873;-3.609;38.703;328.778;247.765;g
169.849;113.052;22.625;0.5683;0.2924;-17.419;69.044;34.391;9.527.000.000.000.000;182.602;g
909.536;237.516;34.208;0.1655;0.0837;329.665;778.088;-166.045;57.787;278.866;g
201.648;72.982;20.737;0.7342;0.3924;2.272;-94.558;-54.454;37.395;203.935;g
133.406;105.094;23.021;0.7929999999999999;0.4264;-144.516;-41.842;118.011;608.194;192.924;g
237.559;0.0;21.222;0.7698;0.4415;-236.605;-174.157;0.0;449.163;22.077.599.999.999.900;g
303.756;181.395;2.608;0.3477;0.1837;-262.472;-14.762;145.876;35.043;146.607;g
192.617;179.343;25.792;0.4506;0.2516;-205.137;-154.653;-65.563;485.785;109.587;g
256.227;164.281;25.397;0.456;0.24100000000000002;-12.774.000.000.000.000;-207.348;119.599;6.37;137.938;g
190.166;102.006;21.399;0.5362;0.27899999999999997;-254.166;-61.335;-36.276;688.859;145.365;g
248.455;0.0;22.393;0.6859;0.3429;300.002;0.0;0.0;0.0002;120.0;g
256.714;10.537;22.956;0.4861;0.2962;146.887;20.009;61.642;95.272;183.312;g
285.807;194.397;25.257;0.3994;0.2012;-33.152;-220.706;173.914;8.916;184.079;g
405.879;106.607;25.017;0.4126;0.2189;-415.546;210.894;75.927;150.058;169.486;g
290.609;261.111;28.993;0.2547;0.1494;29.357;75.591;21.195;34.427;834.442;g
102.932;259.785;30.871;0.1735;0.0888;97.351;329.222;77.583;3.194;245.858;g
293.319;126.872;25.521;0.4067;0.2314;0.1125;-138.549;-86.811;284.935;170.362;g
619.038;263.782;33.678;0.1946;0.1018;-860.779;552.088;163.735;4.76;245.205;g
648.397;179.677;29.899;0.2641;0.1448;7.709.100.000.000.000;638.889;50.103;3.332;256.686;g
15.630.100.000.000.000;330.123;29.312;0.2343;0.133;-154.33;-598.415;130.944;41.613;266.751;g
321.178;121.695;2.316;0.6087;0.3406;-271.689;-241.205;-105.242;8.105;233.072;g
569.252;157.207;24.786;0.309;0.1744;179.687;356.227;128.131;112.562;15.435.299.999.999.900;g
194.926;111.475;24.232;0.5849;0.3113;9.306.000.000.000.000;-180.941;-97.841;833.232;853.322;g
35.529;178.957;24.778;0.3927;0.2113;94.973;116.347;125.834;313.698;108.796;g
488.413;254.082;2.699;0.254;0.14300000000000002;-488.599;187.668;271.433;7.282;256.274;g
668.423;147.113;26.335;0.3372;0.1802;482.143;6.179.600.000.000.000;-93.751;8.368;272.43;g
148.072;70.241;23.334;0.8399;0.6752;-0.1555;-3.681;63.785;636.689;178.037;g
42.169;199.739;25.139;0.3859;0.2251;-559.897;-188.351;-186.789;51.421;306.684;g
884.501;21.148.000.000.000.000;34.555;0.2452;0.1294;853.835;792.748;-125.341;0.762;281.995;g
132.142;129.045;24.133;0.7413;0.38799999999999996;0.0026;0.3616;-52.325;9.197.000.000.000.000;184.239;g
809.042;27.99;35.396;0.2052;0.1168;-447.173;446.066;16.671;12.670.000.000.000.000;31.666.900.000.000.000;g
307.238;268.029;29.727;0.2694;0.156;36.902;220.893;-169.203;22.799;662.526;g
306.386;189.203;27.404;0.28;0.1645;4.861.000.000.000.000;-230.307;-74.035;6.752.999.999.999.990;201.604;g
214.854;125.359;24.495;0.4654;0.2682;275.952;94.869;-8.919;180.829;21.091.099.999.999.900;g
348.842;16.964.000.000.000.000;27.701;0.3192;0.1604;-349.758;-226.911;115.767;159.453;122.241;g
256.419;136.572;27.206;0.3977;0.2293;-69.371;-150.719;40.818;25.123;8.567.299.999.999.990;g
